1599666571.76755,,125.555667344276
1599666695.49912,123.73157119751,34.8416976888974
1599666821.11843,125.61931014061,
1599666947.23709,126.118657827377,
1599667083.84323,136.606137752533,
1599667218.69823,134.855005264282,
1599667354.4211,135.722869157791,
1599667486.61171,132.190607309341,
1599667619.46278,132.851073503494,
1599667753.30345,133.840671062469,
1599667885.43502,132.131562948227,
1599668020.52954,135.094522953033,
1599668153.78092,133.25137758255,
1599668287.81794,134.037027359009,
1599668424.57243,136.754483938217,
1599668559.5385,134.966068506241,
1599668692.19024,132.651746988297,
1599668823.66955,131.479303359985,
1599668957.16281,133.493262767792,
1599669088.45366,131.290855169296,
1599669222.45315,133.999485731125,
1599669356.60449,134.151344060898,
1599669492.03544,135.430945158005,
1599669625.83176,133.796324968338,
1599669760.25591,134.424146175385,
1599669892.90017,132.644254922867,
1599670020.96636,128.066190958023,
1599670145.15691,124.190552711487,
1599670267.11721,121.960301399231,
1599670389.84676,122.729548454285,
1599670513.16751,123.320748567581,
1599670637.50953,124.342027664185,
1599670759.7147,122.205168962479,
1599670881.62399,121.909289360046,
1599671003.10329,121.479297637939,
1599671127.75767,124.654379844666,
1599671251.84411,124.08643913269,
1599671376.56394,124.719826459885,
1599671503.58057,127.016635894775,
1599671628.63802,125.057445764542,
1599671754.50185,125.863830089569,
1599671881.76578,127.263932704926,
1599672006.33567,124.569892644882,
1599672130.56107,124.225394487381,
1599672257.49453,126.933460712433,
1599672382.0418,124.547267198563,
1599672508.93874,126.896944522858,
1599672634.44147,125.502729177475,
1599672757.14574,122.704269886017,
1599672882.66503,125.519285678864,
1599673003.47165,120.806621551514,
1599673125.65143,122.179780006409,
1599673248.59717,122.945743322372,
1599673372.00263,123.405457019806,
1599673493.10368,121.101057052612,
1599673614.89276,121.789073705673,
1599673734.62659,119.733833789825,
1599673856.73175,122.10515999794,
1599673979.45979,122.728035211563,
1599674101.31576,121.855976819992,
1599674223.38498,122.069214105606,
1599674346.3254,122.94041967392,
1599674471.27996,124.954562664032,
1599674595.04954,123.769580602646,
1599674722.9819,127.932356834412,
1599674847.12905,124.147152423859,
1599674972.7803,125.651254177094,
1599675098.74897,125.968662500381,
1599675222.34813,123.599167108536,
1599675347.25007,124.901938676834,
1599675471.24937,123.999300956726,
1599675594.60915,123.359777927399,
1599675717.06746,122.458305835724,
1599675838.88541,121.817949771881,
