Wall time,Step,Value
1599660180.9614592,105,0.0010771219385787845
1599660202.0457585,106,0.0010670081246644258
1599660353.1234865,113,0.0010012014536187053
1599660418.7309487,116,0.0009754194179549813
1599660460.1050487,118,0.0009589566616341472
1599660484.6103497,119,0.0009509319206699729
1599660505.3961287,120,0.0009430403588339686
1599660589.1334634,124,0.0009127418743446469
1599660609.8717294,125,0.0009054690599441528
1599660630.5058858,126,0.0008983111474663019
1599660697.206451,129,0.0008775008609518409
1599660721.3221347,130,0.0008707767119631171
1599660783.2582052,133,0.0008512086933478713
1599660865.9114895,137,0.0008264462812803686
1599660907.3470185,139,0.0008145975880324841
1599660948.5789702,141,0.0008030838216654956
1599660969.2312875,142,0.0007974481559358537
1599660989.9018524,143,0.0007918910123407841
1599661010.6056228,144,0.000786410819273442
1599661096.9803493,148,0.0007652280619367957
1599661137.9109154,150,0.0007550588925369084
1599661203.160437,153,0.0007403020281344652
1599661223.8530316,154,0.0007355104316957295
1599661244.5807474,155,0.0007307804771699011
1599661289.8588572,157,0.0007215007208287716
1599661310.6778674,158,0.0007169486489146948
1599661331.2934482,159,0.0007124536787159741
1599661393.0842276,162,0.0006993007264100015
1599661434.2525582,164,0.000690798566211015
1599661454.658274,165,0.0006866245530545712
1599661495.7112303,167,0.0006784260622225702
1599661516.3731976,168,0.0006743997801095247
1599661578.0580268,171,0.0006626027170568705
1599661686.6941223,176,0.0006438320851884782
1599661707.2562125,177,0.0006402048747986555
1599661729.8929493,178,0.0006366182933561504
1599661772.5362952,180,0.0006295643397606909
1599661793.1987617,181,0.0006260956870391965
1599661836.6594086,183,0.0006192717119120061
1599661878.3400059,185,0.000612594943959266
1599661899.277746,186,0.000609310285653919
1599661920.033747,187,0.000606060610152781
1599661940.7970247,188,0.0006028454517945647
1599661982.3391275,190,0.0005965163582004607
1599662003.1663864,191,0.0005934013752266765
1599662148.0536964,198,0.0005724753718823195
1599662232.532516,202,0.000786487536970526
1599662319.0235245,206,0.0012266203993931413
1599662339.9008844,207,0.0013366537168622017
1599662360.567268,208,0.0014466869179159403
1599662446.28914,212,0.0018868198385462165
1599662508.3964467,215,0.002216919558122754
1599662570.1943278,218,0.00254701916128397
1599662591.5213392,219,0.0026570523623377085
1599662653.72876,222,0.002987152198329568
1599662674.4793332,223,0.0030971853993833065
1599662721.8127365,225,0.0033172518014907837
1599662742.5456302,226,0.0034272850025445223
1599662763.1034908,227,0.0035348180681467056
1599662804.3368056,229,0.003327786922454834
1599662824.8793783,230,0.003233107039704919
1599662867.959783,232,0.003059039358049631
1599662888.7777212,233,0.002978850156068802
1599662909.3393004,234,0.0029027576092630625
1599662970.9872286,237,0.002696144627407193
1599663033.0276656,240,0.0025169895961880684
1599663136.2731466,245,0.0022660321556031704
1599663177.601217,247,0.002179123926907778
1599663220.110299,249,0.002098635770380497
1599663240.7263193,250,0.002060580998659134
1599663347.1336558,255,0.0018892877269536257
1599663410.4956427,258,0.001799532095901668
1599663430.9451184,259,0.0017714791465550661
1599663451.6272848,260,0.0017442874377593398
1599663472.1173525,261,0.0017179178539663553
1599663513.4661074,263,0.0016675004735589027
1599663595.4575129,267,0.0015750512247905135
1599663637.0821273,269,0.0015325670829042792
1599663678.0453696,271,0.0014923146227374673
1599663719.4186847,273,0.0014541224809363484
1599663822.7702248,278,0.0013666803715750575
1599663863.9408042,280,0.001334578962996602
1599663951.7765877,284,0.0012746972497552633
1599664056.9312801,289,0.0012070005759596825
1599664098.6869469,291,0.0011818933999165893
1599664119.347994,292,0.0011697274167090654
1599664183.4289079,295,0.0011346873361617327
1599664226.6480584,297,0.0011124707525596023
1599664247.3326972,298,0.0011016855714842677
1599664268.0749454,299,0.0010911074932664633
1599664309.1717477,301,0.0010705492459237576
1599664329.7756925,302,0.0010605579009279609
1599664350.1432729,303,0.0010507513070479035
1599664436.2143419,307,0.0010132738389074802
1599664456.7742815,308,0.0010043185902759433
1599664498.1683378,310,0.0009868745692074299
1599664559.9125588,313,0.0009618158801458776
1599664642.8753657,317,0.0009303190745413303
1599664663.3609543,318,0.000922764593269676
1599664684.0235062,319,0.0009153318242169917
1599664704.5781388,320,0.0009080177987925708
1599664745.6798902,322,0.000893734919372946
1599664807.5084536,325,0.0008731336565688252
1599664828.1984832,326,0.0008664760389365256
1599664848.9460492,327,0.0008599191787652671
1599664910.569053,330,0.0008408307330682874
1599664931.1730409,331,0.0008346548420377076
1599664972.0430279,333,0.0008225713390856981
1599665097.9256063,339,0.000788332661613822
1599665139.04443,341,0.0007775445119477808
1599665200.8176155,344,0.0007619047537446022
1599665221.4868026,345,0.0007568303844891489
1599665262.7561564,347,0.0007468817639164627
1599665283.4783516,348,0.0007420048932544887
1599665386.5387495,353,0.0007185456925071776
1599665407.2599735,354,0.0007140306988731027
1599665448.1784477,356,0.0007051688735373318
1599665493.8320284,358,0.000696524337399751
1599665514.435242,359,0.0006922810571268201
1599665539.7453265,360,0.0006880891742184758
1599665601.5325298,363,0.0006758126546628773
1599665622.1278281,364,0.0006718172808177769
1599665683.840577,367,0.0006601095665246248
1599665704.5265088,368,0.0006562971975654364
1599665746.063022,370,0.0006488029612228274
1599665767.099848,371,0.000645119696855545
1599665808.358761,373,0.000637877150438726
1599665897.2350247,377,0.0006238692440092564
1599665918.0584404,378,0.0006204628734849393
1599665938.7466877,379,0.0006170934648253024
1599665984.525167,381,0.0006104633212089539
1599666005.147197,382,0.0006072014220990241
1599666070.9523041,385,0.0005976214888505638
1599666091.8030927,386,0.0005944949807599187
1599666112.3241265,387,0.0005914010107517242
1599666132.9005704,388,0.0005883391131646931
1599666174.3566365,390,0.0005823094397783279
1599666194.765907,391,0.0005793407326564193
1599666219.7016423,392,0.0005764021188952029
1599666240.2005537,393,0.0005734931328333914
1599666425.7875047,402,0.0007739837164990604
1599666446.4362657,403,0.0008840169757604599
1599666487.6464093,405,0.001104083377867937
1599666549.3917978,408,0.0014341830974444747
1599666693.8345418,415,0.0022044156212359667
1599666714.2246249,416,0.002314449055120349
1599666797.5465841,420,0.0027545818593353033
1599666818.3375177,421,0.002864615060389042
1599666838.7222767,422,0.0029746482614427805
1599666879.9869752,424,0.0031947148963809013
1599666921.3667715,426,0.0034147812984883785
1599667003.3215165,430,0.003243593964725733
1599667193.5395634,439,0.0025806452613323927
1599667214.1563146,440,0.0025233409833163023
1599667234.8697197,441,0.0024685263633728027
1599667255.2758398,442,0.002416042611002922
1599667296.525537,444,0.0023174970410764217
1599667319.1792064,445,0.0022711786441504955
1599667383.1557133,448,0.002142704091966152
1599667444.8627708,451,0.002027986105531454
1599667589.239205,458,0.0018027762416750193
1599667609.8452728,459,0.0017746229423210025
1599667630.0976841,460,0.0017473353073000908
1599667650.713481,461,0.0017208742210641503
1599667691.8631873,463,0.0016702855937182903
1599667712.1543157,464,0.0016460905317217112
1599667733.431669,465,0.0016225863946601748
1599667774.6423159,467,0.0015775358770042658
1599667795.2749116,468,0.0015559359453618526
1599667816.0124202,469,0.0015349193708971143
1599667862.3279932,471,0.0014945449074730277
1599667903.5270715,473,0.0014562399592250586
1599667923.9946098,474,0.001437814556993544
1599668007.846863,478,0.001368550700135529
1599668155.0825212,485,0.001262148143723607
1599668221.0758958,488,0.0012214486487209797
1599668241.5959475,489,0.001208459259942174
1599668283.3371804,491,0.0011832918971776962
1599668324.2557497,493,0.0011591515503823757
1599668386.0255134,496,0.0011247328948229551
1599668621.4701242,507,0.0010143016697838902
1599668683.470314,510,0.0009878494311124086
1599668703.9771879,511,0.000979335978627205
1599668724.3126059,512,0.0009709680452942848
1599668765.3398037,514,0.0009546539513394237
1599668806.1502006,516,0.000938878976739943
1599668826.5854468,517,0.0009311853791587055
1599668867.5183241,519,0.000916170421987772
1599668975.1346486,524,0.0008806693367660046
1599668995.5645275,525,0.0008738967007957399
1599669124.6208365,531,0.00083535211160779
1599669165.6056707,533,0.0008232485270127654
1599669186.1643023,534,0.0008173273527063429
1599669206.959879,535,0.0008114906959235668
1599669227.662128,536,0.0008057368686422706
1599669248.218511,537,0.0008000640082173049
1599669268.7256725,538,0.0007944704848341644
1599669289.176353,539,0.0007889546104706824
1599669309.5854146,540,0.0007835148717276752
1599669330.2618957,541,0.0007781495805829763
1599669350.5693119,542,0.000772857281845063
1599669392.0371647,544,0.0007624857244081795
1599669456.2447553,547,0.0007474400335922837
1599669476.6059752,548,0.0007425558869726956
1599669497.1767967,549,0.0007377351284958422
1599669538.1436749,551,0.0007282790611498058
1599669622.054607,555,0.0007100759539753199
1599669663.2142096,557,0.0007013114518485963
1599669704.2075694,559,0.0006927606300450861
1599669792.305212,563,0.0006762697012163699
1599669812.9789715,564,0.0006722689140588045
1599669833.4451015,565,0.0006683151586912572
1599669874.551906,567,0.0006605456001125276
1599669915.6151316,569,0.0006529546226374805
1599669956.719415,571,0.00064553611446172
1599669997.8709686,573,0.0006382843130268157
1599670021.62857,574,0.0006347191520035267
1599670083.383057,577,0.0006242587114684284
1599670124.6393664,579,0.0006174745503813028
1599670145.19858,580,0.0006141374469734728
1599670165.683318,581,0.0006108362576924264
1599670186.263317,582,0.0006075703422538936
1599670210.2432163,583,0.0006043391767889261
1599670230.668216,584,0.0006011421792209148
1599670272.134522,586,0.000594848592299968
1599670292.6855948,587,0.0005917510134167969
1599670395.4038596,592,0.0005767345428466797
1599670415.9605348,593,0.0005738222389481962
1599670456.73705,595,0.0005680850008502603
1599670477.3897574,596,0.0005652591935358942
1599670497.6490042,597,0.0005624613258987665
1599670564.0726507,600,0.000554231577552855
1599670605.0339456,602,0.0007739837164990604
1599670648.6419299,604,0.0009940501768141985
1599670693.1802304,606,0.0012141166953369975
1599670735.2811868,608,0.0014341830974444747
1599670776.1659958,610,0.0016542496159672737
1599670796.55769,611,0.0017642828170210123
1599670817.0905476,612,0.001874316018074751
1599670879.3540814,615,0.0022044156212359667
1599670967.081847,619,0.0026445486582815647
1599670989.8085444,620,0.0027545818593353033
1599671030.311072,622,0.0029746482614427805
1599671054.2871754,623,0.003084681462496519
1599671095.6541445,625,0.00330474809743464
1599671186.6372032,629,0.003338898066431284
1599671290.778327,634,0.0029112081974744797
1599671433.867777,641,0.0024685263633728027
1599671454.65676,642,0.002416042611002922
1599671495.891666,644,0.0023174970410764217
1599671516.526329,645,0.0022711786441504955
1599671537.080539,646,0.0022266756277531385
1599671557.5952618,647,0.002183882985264063
1599671578.0564256,648,0.002142704091966152
1599671598.4501047,649,0.0021030493080615997
1599671639.6998575,651,0.002027986105531454
1599671660.3631523,652,0.0019924286752939224
1599671742.7724965,656,0.00186185073107481
1599671763.3257575,657,0.0018318373477086425
1599671808.0906658,659,0.0017746229423210025
1599671849.3315365,661,0.0017208742210641503
1599671916.6257708,664,0.0016460905317217112
1599671957.767601,666,0.0015997440787032247
1599671978.1059031,667,0.0015775358770042658
1599672002.3930256,668,0.0015559359453618526
1599672063.5396242,671,0.0014945449074730277
1599672084.0831604,672,0.0014751438284292817
1599672107.3321407,673,0.0014562399592250586
1599672127.9513023,674,0.001437814556993544
1599672148.6898117,675,0.0014198494609445333
1599672189.609926,677,0.0013852333649992943
1599672209.7112224,678,0.001368550700135529
1599672230.0653393,679,0.0013522650115191936
1599672275.90115,681,0.0013208294985815883
1599672296.3597543,682,0.0013056534808129072
1599672317.0898654,683,0.0012908222852274776
1599672337.5129652,684,0.0012763241538777947
1599672358.0133648,685,0.001262148143723607
1599672382.4805472,686,0.0012482836609706283
1599672425.588537,688,0.0012214486487209797
1599672446.1677296,689,0.001208459259942174
1599672508.0850263,692,0.001171097275801003
1599672592.9781833,696,0.0011247328948229551
1599672654.6760569,699,0.0010922992369160056
1599672675.472,700,0.0010818998562172055
1599672695.9101772,701,0.001071696518920362
1599672737.1742203,703,0.0010518565541133285
1599672757.7583363,704,0.001042209449224174
1599672781.872815,705,0.0010327377822250128
1599672802.6024923,706,0.001023436663672328
1599672843.6924016,708,0.0010053282603621483
1599672864.3980608,709,0.0009965122444555163
1599672884.8738387,710,0.0009878494311124086
1599672975.4112165,714,0.0009546539513394237
1599673057.4515686,718,0.000923616869840771
1599673077.764624,719,0.000916170421987772
1599673118.7472398,721,0.0009016319527290761
1599673141.1835058,722,0.0008945344015955925
1599673161.95267,723,0.0008875476778484881
1599673184.1932566,724,0.0008806693367660046
1599673204.6144435,725,0.0008738967007957399
1599673230.488208,726,0.0008672274998389184
1599673293.8268476,729,0.0008478168747387826
1599673314.4714046,730,0.0008415383053943515
1599673437.4361398,736,0.0008057368686422706
1599673484.0903049,738,0.0007944704848341644
1599673504.683744,739,0.0007889546104706824
1599673525.2797828,740,0.0007835148717276752
1599673545.978303,741,0.0007781495805829763
1599673587.1260004,743,0.0007676364621147513
1599673648.548449,746,0.0007523888489231467
1599673669.1634648,747,0.0007474400335922837
1599673733.3960364,750,0.0007329765940085053
1599673753.999117,751,0.0007282790611498058
1599673774.6197932,752,0.0007236413657665253
1599673820.2964103,754,0.0007145408890210092
1599673861.6474705,756,0.000705666490830481
1599673923.3466191,759,0.0006927606300450861
1599673944.0670178,760,0.0006885629845783114
1599673986.706293,762,0.000680318393278867
1599674051.0908196,765,0.0006683151586912572
1599674071.6928887,766,0.0006644076784141362
1599674092.2208304,767,0.0006605456001125276
1599674133.1327143,769,0.0006529546226374805
1599674153.6828,770,0.0006492241518571973
1599674178.48577,771,0.00064553611446172
1599674219.7227306,773,0.0006382843130268157
1599674240.281025,774,0.0006347191520035267
1599674262.0347648,775,0.0006311935721896589
1599674374.6054184,780,0.0006141374469734728
1599674463.546904,784,0.0006011421792209148
1599674484.1350443,785,0.0005979788256809115
1599674525.3765244,787,0.0005917510134167969
1599674566.4089475,789,0.0005856515490449965
1599674611.377003,791,0.0005796765326522291
1599674631.9654398,792,0.0005767345428466797
1599674652.6720939,793,0.0005738222389481962
1599674673.1890273,794,0.0005709392135031521
1599674693.797047,795,0.0005680850008502603
1599674714.2711427,796,0.0005652591935358942
1599674755.319231,798,0.0005596910486929119
1599674796.175305,800,0.000554231577552855
1599674837.1550496,802,0.0007739837164990604
1599674899.032462,805,0.001104083377867937
1599674944.170746,807,0.001324149896390736
1599674964.869385,808,0.0014341830974444747
1599674985.370803,809,0.0015442162984982133
1599675074.6506047,813,0.0019843492191284895
1599675115.7936819,815,0.0022044156212359667
1599675136.5029268,816,0.002314449055120349
1599675177.5851777,818,0.002534515457227826
1599675242.0193098,821,0.002864615060389042
1599675282.8550262,823,0.003084681462496519
1599675303.3921103,824,0.0031947148963809013
1599675328.5806797,825,0.00330474809743464
1599675394.0078351,828,0.003439972409978509
1599675456.831865,831,0.0031535793095827103
1599675477.343121,832,0.003068425925448537
1599675518.4298246,834,0.0029112081974744797
1599675559.7082827,836,0.002769316080957651
1599675600.9118822,838,0.002640612656250596
1599675705.645665,843,0.002365743974223733
1599675747.6678429,845,0.0022711786441504955
1599675768.10392,846,0.0022266756277531385
1599675788.6604567,847,0.002183882985264063
1599675809.3583064,848,0.002142704091966152
1599675871.0745964,851,0.002027986105531454
1599675999.065744,857,0.0018318373477086425
1599676039.9325905,859,0.0017746229423210025
1599676060.6321223,860,0.0017473353073000908
1599676081.0051875,861,0.0017208742210641503
1599676101.4529934,862,0.0016952025471255183
1599676124.5673265,863,0.0016702855937182903
1599676206.4181309,867,0.0015775358770042658
1599676247.5189068,869,0.0015349193708971143
1599676267.947221,870,0.001514463103376329
1599676334.0498023,873,0.0014562399592250586
1599676357.3260217,874,0.001437814556993544
1599676377.7270858,875,0.0014198494609445333
1599676398.320883,876,0.0014023279072716832
1599676418.9728901,877,0.0013852333649992943
1599676460.0804477,879,0.0013522650115191936
1599676480.426136,880,0.0013363624457269907
1599676501.063214,881,0.0013208294985815883
1599676521.618,882,0.0013056534808129072
1599676562.7906005,884,0.0012763241538777947
1599676623.9486187,887,0.0012347203446552157
1599676668.001854,889,0.001208459259942174
1599676688.769043,890,0.001195743097923696
1599676733.0338857,892,0.001171097275801003
1599676753.5993555,893,0.0011591515503823757
1599676815.2349055,896,0.0011247328948229551
1599676835.505369,897,0.0011137097608298063
1599676877.3879552,899,0.0010922992369160056
1599676902.035776,900,0.0010818998562172055
1599677047.613167,907,0.0010143016697838902
1599677068.1368194,908,0.0010053282603621483
1599677088.6376162,909,0.0009965122444555163
1599677109.3254077,910,0.0009878494311124086
1599677129.8016853,911,0.000979335978627205
1599677150.1925669,912,0.0009709680452942848
1599677170.7476196,913,0.00096274190582335
1599677212.5961442,915,0.000946700747590512
1599677232.794731,916,0.000938878976739943
1599677253.1852756,917,0.0009311853791587055
1599677319.3023462,920,0.000908843067009002
1599677340.0741956,921,0.0009016319527290761
1599677365.7867472,922,0.0008945344015955925
1599677386.3628218,923,0.0008875476778484881
1599677432.312885,925,0.0008738967007957399
1599677562.1026807,931,0.00083535211160779
1599677582.6514606,932,0.0008292561396956444
1599677603.0139503,933,0.0008232485270127654
1599677648.4509096,935,0.0008114906959235668
1599677730.6529813,939,0.0007889546104706824
1599677792.4492905,942,0.000772857281845063
1599677853.4078853,945,0.0007574036135338247
1599677935.5119765,949,0.0007377351284958422
1599677998.1123323,952,0.0007236413657665253
1599678018.5032284,953,0.0007190623437054455
1599678039.3251703,954,0.0007145408890210092
1599678083.4343534,956,0.000705666490830481
1599678104.0461926,957,0.0007013114518485963
1599678124.4891038,958,0.0006970098474994302
1599678186.211217,961,0.0006844158633612096
1599678206.9285738,962,0.000680318393278867
1599678247.9765391,964,0.0006722689140588045
1599678289.2075272,966,0.0006644076784141362
1599678309.7331104,967,0.0006605456001125276
1599678350.5391803,969,0.0006529546226374805
1599678391.360805,971,0.00064553611446172
1599678411.945706,972,0.0006418896955437958
1599678453.0091016,974,0.0006347191520035267
1599678494.310507,976,0.0006277069915086031
1599678514.9938564,977,0.0006242587114684284
1599678535.4911494,978,0.0006208480917848647
1599678555.9537585,979,0.0006174745503813028
1599678619.0969691,982,0.0006075703422538936
1599678639.5030265,983,0.0006043391767889261
1599678660.1961625,984,0.0006011421792209148
1599678721.6924863,987,0.0005917510134167969
1599678745.221884,988,0.0005886854487471282
1599678909.4882812,996,0.0005652591935358942
1599678970.853872,999,0.0005569479544647038
1599678991.562839,1000,0.000554231577552855
1599679036.3916945,1002,0.0007739837164990604
1599679077.2496543,1004,0.0009940501768141985
1599679097.7657433,1005,0.001104083377867937
1599679164.592476,1008,0.0014341830974444747
1599679185.169407,1009,0.0015442162984982133
1599679226.4299626,1011,0.0017642828170210123
1599679247.0250885,1012,0.001874316018074751
1599679273.150403,1013,0.0019843492191284895
1599679293.5788856,1014,0.002094382420182228
1599679354.8606715,1017,0.0024244822561740875
1599679518.9926956,1025,0.00330474809743464
1599679539.618823,1026,0.0034147812984883785
1599679560.3141563,1027,0.003524814499542117
1599679601.669142,1029,0.003338898066431284
1599679642.789301,1031,0.0031535793095827103
1599679667.7004418,1032,0.003068425925448537
1599679690.1071148,1033,0.0029877503402531147
1599679732.1581376,1035,0.002838489832356572
1599679773.3484368,1037,0.0027034333907067776
1599679793.8505933,1038,0.002640612656250596
1599679814.5512707,1039,0.0025806452613323927
1599679876.2065196,1042,0.002416042611002922
1599679901.0648868,1043,0.002365743974223733
1599679921.5717964,1044,0.0023174970410764217
1599680030.5437343,1049,0.0021030493080615997
1599680071.7027025,1051,0.002027986105531454
1599680092.5687618,1052,0.0019924286752939224
1599680133.3894644,1054,0.0019249278120696545
1599680153.6111162,1055,0.0018928638892248273
1599680194.30846,1057,0.0018318373477086425
1599680326.6505191,1063,0.0016702855937182903
1599680348.595973,1064,0.0016460905317217112
1599680389.5392559,1066,0.0015997440787032247
1599680430.9595716,1068,0.0015559359453618526
1599680513.1181607,1072,0.0014751438284292817
1599680559.0234814,1074,0.001437814556993544
1599680600.064792,1076,0.0014023279072716832
1599680641.1742058,1078,0.001368550700135529
1599680682.4543765,1080,0.0013363624457269907
1599680723.5539527,1082,0.0013056534808129072
1599680744.233184,1083,0.0012908222852274776
1599680768.5170238,1084,0.0012763241538777947
1599680789.0562017,1085,0.001262148143723607
1599680809.7470746,1086,0.0012482836609706283
1599680894.860566,1090,0.001195743097923696
1599680935.9529018,1092,0.001171097275801003
1599680956.6836364,1093,0.0011591515503823757
1599681082.0304825,1099,0.0010922992369160056
1599681123.379077,1101,0.001071696518920362
1599681164.3429859,1103,0.0010518565541133285
1599681189.777416,1104,0.001042209449224174
1599681210.1053731,1105,0.0010327377822250128
1599681338.2764566,1111,0.000979335978627205
1599681399.5773122,1114,0.0009546539513394237
1599681440.803531,1116,0.000938878976739943
1599681502.207699,1119,0.000916170421987772
1599681563.7909412,1122,0.0008945344015955925
1599681584.673026,1123,0.0008875476778484881
1599681625.918352,1125,0.0008738967007957399
1599681646.705996,1126,0.0008672274998389184
1599681669.8766026,1127,0.0008606592891737819
1599681690.3591123,1128,0.0008541897987015545
1599681731.2817347,1130,0.0008415383053943515
1599681751.8618133,1131,0.00083535211160779
1599681792.8377888,1133,0.0008232485270127654
1599681813.5278292,1134,0.0008173273527063429
1599681834.006705,1135,0.0008114906959235668
1599681896.0739408,1138,0.0007944704848341644
1599681916.8415236,1139,0.0007889546104706824
1599681957.8261034,1141,0.0007781495805829763
1599682129.5312853,1149,0.0007377351284958422
1599682150.053685,1150,0.0007329765940085053
1599682170.4802985,1151,0.0007282790611498058
1599682191.0473626,1152,0.0007236413657665253
1599682257.285626,1155,0.0007100759539753199
1599682277.7441947,1156,0.000705666490830481
1599682298.2389612,1157,0.0007013114518485963
1599682359.8283212,1160,0.0006885629845783114
1599682380.5108309,1161,0.0006844158633612096
1599682401.1571393,1162,0.000680318393278867
1599682462.5642374,1165,0.0006683151586912572
1599682708.8903515,1177,0.0006242587114684284
1599682770.4457796,1180,0.0006141374469734728
1599682811.389091,1182,0.0006075703422538936
1599682831.8895402,1183,0.0006043391767889261
1599682872.904749,1185,0.0005979788256809115
1599682893.3412402,1186,0.000594848592299968
1599682959.4801214,1189,0.0005856515490449965
1599683020.5842884,1192,0.0005767345428466797
1599683041.4446318,1193,0.0005738222389481962
1599683061.8043692,1194,0.0005709392135031521
1599683082.351912,1195,0.0005680850008502603
1599683102.532655,1196,0.0005652591935358942
1599683126.9427457,1197,0.0005624613258987665
1599683148.8497202,1198,0.0005596910486929119
1599683169.4031394,1199,0.0005569479544647038
1599683268.5447922,1201,0.0006639505154453218
1599683309.8050413,1203,0.0008840169757604599
1599683330.2746243,1204,0.0009940501768141985
1599683376.0813625,1206,0.0012141166953369975
1599683418.1964643,1208,0.0014341830974444747
1599683464.9314492,1210,0.0016542496159672737
1599683485.2934756,1211,0.0017642828170210123
1599683505.7649856,1212,0.001874316018074751
1599683526.315721,1213,0.0019843492191284895
1599683547.486872,1214,0.002094382420182228
1599683569.4413915,1215,0.0022044156212359667
1599683651.5682561,1219,0.0026445486582815647
1599683756.6486204,1224,0.0031947148963809013
1599683777.2724233,1225,0.00330474809743464
1599683818.7669778,1227,0.003524814499542117
1599683839.3456953,1228,0.003439972409978509
1599683921.531717,1232,0.003068425925448537
1599683942.3204665,1233,0.0029877503402531147
1599683962.9549093,1234,0.0029112081974744797
1599684003.9492252,1236,0.002769316080957651
1599684065.6065109,1239,0.0025806452613323927
1599684126.7684104,1242,0.002416042611002922
1599684167.7140942,1244,0.0023174970410764217
1599684208.7984135,1246,0.0022266756277531385
1599684229.1355069,1247,0.002183882985264063
1599684269.9840431,1249,0.0021030493080615997
1599684290.3159208,1250,0.0020648357458412647
1599684351.8684804,1253,0.001958096632733941
1599684372.7321086,1254,0.0019249278120696545
1599684393.2852876,1255,0.0018928638892248273
1599684434.497869,1257,0.0018318373477086425
1599684455.1878896,1258,0.0018027762416750193
1599684475.754859,1259,0.0017746229423210025
1599684516.820318,1261,0.0017208742210641503
1599684537.3347225,1262,0.0016952025471255183
1599684557.95729,1263,0.0016702855937182903
1599684578.6435106,1264,0.0016460905317217112
1599684599.016111,1265,0.0016225863946601748
1599684619.5167933,1266,0.0015997440787032247
1599684726.0402584,1271,0.0014945449074730277
1599684746.6796517,1272,0.0014751438284292817
1599684788.02453,1274,0.001437814556993544
1599684871.050533,1278,0.001368550700135529
1599684891.6187036,1279,0.0013522650115191936
1599684932.6102507,1281,0.0013208294985815883
1599685015.1905456,1285,0.001262148143723607
1599685058.7840998,1287,0.0012347203446552157
1599685099.6052616,1289,0.001208459259942174
1599685140.939849,1291,0.0011832918971776962
1599685161.3881671,1292,0.001171097275801003
1599685181.7252018,1293,0.0011591515503823757
1599685202.3506994,1294,0.001147446921095252
1599685243.2944236,1296,0.0011247328948229551
1599685311.3243845,1299,0.0010922992369160056
1599685331.808419,1300,0.0010818998562172055
1599685373.1124468,1302,0.001061683869920671
1599685393.4893863,1303,0.0010518565541133285
1599685413.8984566,1304,0.001042209449224174
1599685455.020567,1306,0.001023436663672328
1599685536.7108145,1310,0.0009878494311124086
1599685578.022097,1312,0.0009709680452942848
1599685599.7491314,1313,0.00096274190582335
1599685643.3198075,1315,0.000946700747590512
1599685663.854969,1316,0.000938878976739943
1599685725.3606427,1319,0.000916170421987772
1599685745.8837051,1320,0.000908843067009002
1599685848.6248436,1325,0.0008738967007957399
1599685869.2270107,1326,0.0008672274998389184
1599685889.7940023,1327,0.0008606592891737819
1599685910.407077,1328,0.0008541897987015545
1599685951.1791482,1330,0.0008415383053943515
1599685992.280257,1332,0.0008292561396956444
1599686012.767086,1333,0.0008232485270127654
1599686033.322435,1334,0.0008173273527063429
1599686053.7917256,1335,0.0008114906959235668
1599686074.2661994,1336,0.0008057368686422706
1599686094.482114,1337,0.0008000640082173049
1599686160.6135902,1340,0.0007835148717276752
1599686222.3845274,1343,0.0007676364621147513
1599686263.308598,1345,0.0007574036135338247
1599686304.2231562,1347,0.0007474400335922837
1599686324.8558373,1348,0.0007425558869726956
