59,0.001217397744767
159,0.001576259266585
189,0.001683077192865
249,0.001895555877127
409,0.002454678993672
429,0.002523809438571
449,0.002592771546915
459,0.002627189969644
479,0.002695900853723
539,0.002901032334194
569,0.003003036370501
659,0.003306814469397
719,0.003507481422275
729,0.003540782490745
739,0.003574042813852
749,0.003607262391597
799,0.00377274886705
879,0.004035418387502
949,0.004263137467206
1029,0.004520986229181
1059,0.00461702235043
1069,0.004648955073208
1139,0.004871377721429
1189,0.005029069259763
1269,0.005279339849949
1309,0.0054035410285
1399,0.005680729169399
1509,0.0060152891092
1559,0.006165837403387
1589,0.006255711428821
1679,0.006523296702653
1689,0.006552841048688
1789,0.006846227683127
1839,0.006991527974606
1859,0.007049389183521
1869,0.007078264839947
1909,0.007193398661911
1989,0.007421907968819
2069,0.007648086640984
2079,0.007676195818931
2089,0.007704269140959
2129,0.007816201075912
2248,0.007834429852664
2308,0.007619914598763
2358,0.007442262489349
2388,0.007336154114455
2508,0.006915319245309
2568,0.006707047577947
2618,0.006534573156387
2648,0.006431560497731
2688,0.006294758524746
2728,0.006158581003547
2748,0.006090725772083
2938,0.005453810561448
2988,0.005288501735777
2998,0.005255554337055
3048,0.005091385915875
3098,0.00492816278711
3118,0.004863137379289
3198,0.004604535643011
3208,0.004572378937155
3268,0.004380219150335
3278,0.004348322283477
3288,0.004316462669522
3318,0.004221105948091
3408,0.003937025554478
3488,0.003687000600621
3648,0.003193915821612
3688,0.00307208369486
3748,0.002890406409279
3788,0.002769999206066
3808,0.002710008062422
3928,0.002353021176532
3938,0.002323500113562
4098,0.001855894457549
4228,0.001482460997067
4238,0.001453974400647
4258,0.001397103304043
4318,0.001227303408086
4417,0.001050212653354
4437,0.001105877454393
4447,0.001133659738116
4477,0.001216806471348
4537,0.00138220214285
4627,0.001628063619137
4657,0.001709425472654
4667,0.001736480509862
4757,0.00197850773111
4767,0.002005236921832
4917,0.002402302110568
4937,0.002454698318616
4957,0.002506966935471
5097,0.002869290299714
5147,0.002997192787007
5167,0.003048134502023
5197,0.003124312264845
5277,0.003326083533466
5337,0.003476111218333
5357,0.00352587364614
5387,0.003600287251174
5447,0.003748287446797
5497,0.003870782442391
5597,0.004113500472158
5617,0.004161682445556
5657,0.004257685970515
5717,0.004400795325637
5757,0.004495606292039
5767,0.00451923487708
5817,0.004636934492737
5837,0.004683807957917
5847,0.004707200452685
5867,0.004753896966577
5887,0.004800476599485
5897,0.004823722410947
5947,0.004939513746649
5957,0.004962584469467
6047,0.005168914794922
6107,0.005305168684572
6127,0.005350356455892
6177,0.005462826229632
6227,0.005574582610279
6247,0.005619086325169
6367,0.005883736070246
6437,0.006036248989403
6447,0.006057924591005
6467,0.00610119337216
6477,0.006122786086053
6487,0.006144350860268
6497,0.006165887694806
6517,0.006208878941834
6547,0.006273158825934
6587,0.00635847914964
6646,0.006254130043089
6676,0.006171601358801
6716,0.006061997730285
6746,0.005980120971799
6776,0.005898522213101
6816,0.005790154915303
6826,0.005763140041381
6866,0.005655386950821
6916,0.005521383136511
6926,0.005494674202055
6996,0.005308559164405
7026,0.005229249596596
7066,0.00512392539531
7096,0.005045247729868
7176,0.004836757201701
